"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"28208",78," Private",184759," 7th-8th",4," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",1797,0,15," United-States",0
"28211",55," ?",102058," 12th",8," Widowed"," ?"," Not-in-family"," White"," Male",0,0,30," United-States",0
"28212",20," Private",333843," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"28213",35," Private",296478," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"28214",27," Local-gov",116662," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"28216",42," Private",142424," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28217",47," Local-gov",200808," 12th",8," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,35," Puerto-Rico",0
"28219",33," Private",168981," 1st-4th",2," Never-married"," Sales"," Own-child"," White"," Female",0,0,24," United-States",0
"28220",44," Private",151780," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"28221",70," Private",237065," 5th-6th",3," Widowed"," Other-service"," Other-relative"," White"," Female",2346,0,40," ?",0
"28222",25," Private",509866," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,78," United-States",0
"28223",24," State-gov",249385," Bachelors",13," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,10," United-States",0
"28226",39," Private",249720," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,60," United-States",0
"28227",72," Self-emp-not-inc",258761," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",0
"28228",43," Self-emp-inc",64048," 9th",5," Never-married"," Sales"," Own-child"," White"," Female",0,0,44," Portugal",0
"28229",25," State-gov",153534," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",0
"28231",27," Private",255582," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28233",64," Self-emp-not-inc",159938," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2635,0,24," Italy",0
"28236",33," Private",175479," 5th-6th",3," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," Mexico",0
"28238",20," Private",238917," 11th",7," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,32," Mexico",0
"28239",32," Private",205581," Some-college",10," Separated"," Tech-support"," Unmarried"," White"," Female",0,0,50," United-States",0
"28240",45," Private",340341," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"28241",48," Private",147860," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Wife"," Black"," Female",0,0,40," United-States",0
"28242",20," ?",121023," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States",0
"28243",23," Private",259496," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States",0
"28248",47," Private",264244," HS-grad",9," Married-spouse-absent"," Craft-repair"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"28249",46," Local-gov",197988," 1st-4th",2," Never-married"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,20," United-States",0
"28250",19," Private",206599," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States",0
"28251",51," Private",313146," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"28252",41," Self-emp-inc",99212," HS-grad",9," Separated"," Exec-managerial"," Unmarried"," White"," Male",0,0,40," United-States",0
"28253",37," Private",340599," 11th",7," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"28254",31," Private",62932," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"28255",25," Private",44861," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28258",47," Local-gov",128401," Doctorate",16," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
"28260",60," Self-emp-not-inc",95445," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",3137,0,46," United-States",0
"28261",43," Private",54611," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"28264",19," Private",181020," 11th",7," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,30," United-States",0
"28270",33," Private",182246," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28272",44," ?",91949," HS-grad",9," Never-married"," ?"," Unmarried"," Black"," Female",0,0,40," United-States",0
"28274",28," Federal-gov",183445," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,70," Puerto-Rico",0
"28275",24," Private",130741," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States",0
"28277",21," ?",233923," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,24," United-States",0
"28279",21," Private",304302," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"28280",34," Federal-gov",284703," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,52," United-States",0
"28281",17," Private",401198," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States",0
"28282",35," Private",243357," 11th",7," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"28283",26," Private",32276," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28285",25," Private",257310," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28286",27," Self-emp-not-inc",411950," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"28290",37," Private",87076," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",0
"28291",58," Private",224854," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28292",25," Private",193379," Assoc-acdm",12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",0
"28293",54," Private",98436," Masters",14," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"28294",42," ?",116632," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,60," United-States",0
"28296",44," Private",90688," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,45," Laos",0
"28297",61," Private",229744," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," El-Salvador",0
"28298",29," Private",59732," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"28300",24," State-gov",90046," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," Canada",0
"28304",18," ?",171964," HS-grad",9," Never-married"," ?"," Own-child"," White"," Female",0,1602,20," United-States",0
"28305",49," Private",315984," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"28306",38," Private",241962," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28307",41," Private",131591," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,45," United-States",0
"28308",70," Self-emp-inc",207938," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,5," United-States",0
"28312",22," Private",163911," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States",0
"28314",28," Private",204734," Some-college",10," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States",0
"28315",45," Self-emp-not-inc",220978," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",0
"28317",26," Private",50103," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28318",38," Private",283293," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",0
"28320",19," Private",263338," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",0
"28322",30," Private",348592," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,44," United-States",0
"28324",53," Private",226135," 9th",5," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," Jamaica",0
"28327",47," Private",347025," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28328",36," Private",191335," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,56," United-States",0
"28329",21," Private",247779," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,38," United-States",0
"28331",37," Private",95855," HS-grad",9," Divorced"," Protective-serv"," Unmarried"," White"," Female",0,0,40," United-States",0
"28334",61," Private",29059," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,2754,25," United-States",0
"28336",35," Private",198341," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," ?",0
"28337",59," Private",100453," 7th-8th",4," Separated"," Other-service"," Own-child"," Black"," Female",0,0,38," United-States",0
"28339",47," Private",235683," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
"28341",64," Private",88470," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"28342",26," Private",198801," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"28345",30," ?",205418," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,20," United-States",0
"28346",46," Private",695411," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,44," United-States",0
"28348",44," Federal-gov",192771," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"28352",33," Private",159548," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,38," United-States",0
"28353",34," Private",110554," HS-grad",9," Divorced"," Sales"," Own-child"," White"," Female",0,0,35," United-States",0
"28356",21," Private",138768," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Male",0,0,40," United-States",0
"28357",41," Private",321824," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,8," United-States",0
"28358",35," Private",244803," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," Peru",0
"28359",62," Local-gov",206063," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,45," United-States",0
"28361",69," State-gov",163689," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,16," United-States",0
"28365",54," Private",175594," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28366",58," ?",148673," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,10," United-States",0
"28369",73," Private",105886," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",1173,0,75," United-States",0
"28370",64," Private",312498," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"28371",32," Private",177675," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"28375",53," Private",208321," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,1740,40," United-States",0
"28377",49," Private",208978," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,16," United-States",0
"28384",50," Private",462966," 10th",6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,8," El-Salvador",0
"28385",24," ?",265434," Bachelors",13," Never-married"," ?"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28387",33," Local-gov",246291," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,46," United-States",0
"28389",35," Local-gov",231180," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",0
"28391",47," Self-emp-inc",337050," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",0
"28392",48," Private",193075," HS-grad",9," Divorced"," Sales"," Own-child"," White"," Female",0,0,20," United-States",0
"28395",20," ?",141453," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,10," United-States",0
"28396",36," Private",252231," Preschool",1," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," Puerto-Rico",0
"28397",30," Private",128016," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,55," United-States",0
"28400",40," Private",188465," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",0
"28401",25," Self-emp-inc",161007," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"28402",33," Private",403468," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," Mexico",0
"28403",53," Federal-gov",181677," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28404",18," Private",120243," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,10," United-States",0
"28406",25," Private",306908," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",0
"28407",66," Self-emp-not-inc",28061," 7th-8th",4," Widowed"," Farming-fishing"," Unmarried"," White"," Male",0,0,50," United-States",0
"28408",53," Private",95540," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",1471,0,40," United-States",0
"28409",27," Private",135001," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28412",29," Self-emp-not-inc",245790," 10th",6," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,80," United-States",0
"28414",26," Private",205036," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,42," United-States",0
"28415",26," Private",244495," 9th",5," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,35," United-States",0
"28416",38," Private",159179," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28417",36," Private",405155," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico",0
"28419",32," Federal-gov",402361," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28423",39," Private",112731," HS-grad",9," Divorced"," Other-service"," Not-in-family"," Other"," Female",0,0,40," Dominican-Republic",0
"28424",35," Private",192923," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2377,40," United-States",0
"28426",75," ?",125784," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,8," United-States",0
"28427",28," Private",182344," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"28428",41," Self-emp-not-inc",117012," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,55," United-States",0
"28431",38," State-gov",314052," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States",0
"28432",43," State-gov",38537," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,38," ?",0
"28433",27," Private",165412," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28435",46," Private",116635," Bachelors",13," Separated"," Prof-specialty"," Unmarried"," Black"," Female",0,0,36," United-States",0
"28436",20," Private",185452," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"28437",42," Private",118686," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,20," United-States",0
"28439",47," Federal-gov",160646," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,35," United-States",0
"28442",52," Private",311931," 5th-6th",3," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,15," El-Salvador",0
"28443",33," Private",283602," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,59," Mexico",0
"28444",18," Private",155021," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,6," United-States",0
"28446",61," Private",380462," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," Black"," Male",0,0,40," United-States",0
"28451",36," Private",66173," Assoc-acdm",12," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,15," United-States",0
"28452",34," Private",107624," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"28457",32," Self-emp-not-inc",210926," 11th",7," Separated"," Handlers-cleaners"," Unmarried"," White"," Female",0,0,40," Nicaragua",0
"28459",23," Private",77581," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",0
"28461",22," Private",203263," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States",0
"28462",25," Private",261519," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",0,0,35," United-States",0
"28463",29," Private",91189," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",0
"28465",37," Local-gov",272471," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"28466",32," Private",311524," HS-grad",9," Never-married"," Craft-repair"," Own-child"," Black"," Male",0,0,38," United-States",0
"28467",18," Private",151386," HS-grad",9," Married-spouse-absent"," Other-service"," Own-child"," Black"," Male",0,0,40," Jamaica",0
"28468",35," Private",187625," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,65," United-States",0
"28469",50," Private",108933," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2885,0,40," United-States",0
"28473",51," Private",467611," 9th",5," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," Mexico",0
"28474",31," Private",373185," Some-college",10," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,42," Mexico",0
"28475",69," Private",130060," HS-grad",9," Separated"," Transport-moving"," Unmarried"," Black"," Female",2387,0,40," United-States",0
"28478",28," Private",42881," 10th",6," Divorced"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States",0
"28479",28," ?",174666," 10th",6," Separated"," ?"," Not-in-family"," White"," Male",0,0,80," United-States",0
"28481",49," Self-emp-not-inc",181547," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," Columbia",0
"28482",52," Private",95704," 9th",5," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"28483",23," Private",237432," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," ?",0
"28485",31," Private",159979," Some-college",10," Never-married"," Sales"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,50," United-States",0
"28486",30," Private",203488," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States",0
"28488",45," Private",192323," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,66," Yugoslavia",0
"28489",30," Private",167832," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"28491",42," State-gov",155657," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,25," United-States",0
"28495",41," Private",172828," 9th",5," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,55," Outlying-US(Guam-USVI-etc)",0
"28496",55," Private",143372," HS-grad",9," Divorced"," Sales"," Unmarried"," Black"," Female",0,0,40," United-States",0
"28497",31," Self-emp-not-inc",265807," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3137,0,50," United-States",0
"28498",25," State-gov",218184," Bachelors",13," Never-married"," Protective-serv"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"28499",32," Private",154087," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"28500",29," Federal-gov",440647," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,40," United-States",0
"28501",37," Private",193952," HS-grad",9," Divorced"," Other-service"," Not-in-family"," Black"," Female",0,0,40," ?",0
"28503",19," Private",284652," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States",0
"28504",21," ?",214635," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,24," United-States",0
"28506",39," State-gov",65390," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," ?",0
"28508",54," Private",185042," 1st-4th",2," Separated"," Priv-house-serv"," Other-relative"," White"," Female",0,0,40," Mexico",0
"28510",34," Private",258666," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,1974,40," United-States",0
"28513",26," Private",192022," Bachelors",13," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,40," United-States",0
"28515",51," Private",208899," Bachelors",13," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"28516",35," Private",287658," Assoc-acdm",12," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",0,0,30," Jamaica",0
"28517",31," Private",196125," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"28518",17," Private",275051," 11th",7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,8," United-States",0
"28519",38," Private",23892," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States",0
"28521",29," Private",267989," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"28522",39," Private",30269," Assoc-voc",11," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",0
"28525",73," Private",349347," 7th-8th",4," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,25," United-States",0
"28526",47," Local-gov",154033," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,1876,40," United-States",0
"28527",28," Private",124680," HS-grad",9," Never-married"," Sales"," Unmarried"," White"," Female",0,0,70," United-States",0
"28528",27," Private",132805," 10th",6," Never-married"," Sales"," Other-relative"," White"," Male",0,1980,40," United-States",0
"28530",19," Private",224849," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,35," United-States",0
"28532",24," Private",184839," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"28535",26," Local-gov",192213," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," Canada",0
"28540",27," Private",279960," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"28541",47," Private",176239," Some-college",10," Widowed"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
"28542",36," Private",115360," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Own-child"," White"," Female",3464,0,40," United-States",0
"28543",49," Private",337666," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"28545",63," Private",145212," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28547",42," Private",142756," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States",0
"28549",68," ?",186266," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,8," United-States",0
"28550",38," Private",219137," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,22," United-States",0
"28553",59," Private",148844," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28555",26," Private",124111," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,36," United-States",0
"28556",59," Private",157303," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,48," United-States",0
"28557",34," Private",113838," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"28560",45," Private",200363," Assoc-voc",11," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,44," United-States",0
"28561",64," Private",180247," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",0
"28567",31," Private",246439," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"28568",33," Private",184784," 10th",6," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28569",17," Local-gov",195262," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,35," United-States",0
"28570",63," Private",167967," Masters",14," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,46," United-States",0
"28572",45," Local-gov",170099," Assoc-acdm",12," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"28573",17," Private",228253," 10th",6," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,10," United-States",0
"28574",26," Local-gov",205570," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28575",38," Federal-gov",506830," Some-college",10," Divorced"," Tech-support"," Unmarried"," Black"," Female",0,0,40," United-States",0
"28576",29," Private",412435," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," Outlying-US(Guam-USVI-etc)",0
"28577",44," Private",163331," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,32," United-States",0
"28578",43," Federal-gov",222756," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"28579",39," State-gov",318918," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"28580",43," Private",105188," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," Haiti",0
"28581",23," Private",199884," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,45," United-States",0
"28583",49," Self-emp-not-inc",192203," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Canada",0
"28584",52," Private",203392," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5013,0,40," United-States",0
"28585",32," Private",99646," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
"28586",38," Private",167440," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",4508,0,40," United-States",0
"28590",42," Local-gov",226020," HS-grad",9," Separated"," Other-service"," Not-in-family"," Black"," Female",0,0,60," ?",0
"28591",21," Private",314165," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," Columbia",0
