"AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
47," Self-emp-not-inc",229394," 11th",7," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,55," United-States",0
38," Private",195744," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,48," United-States",0
53," Local-gov",188644," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico",0
31," Local-gov",143392," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States",0
51," Private",210940," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,2002,45," United-States",0
21," Private",203924," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",2597,0,45," United-States",0
45," Self-emp-not-inc",285575," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," China",0
30," Private",193598," Preschool",1," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," Mexico",0
33," Private",117186," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",0
46," Private",187581," HS-grad",9," Divorced"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States",0
40," Private",275446," HS-grad",9," Never-married"," Sales"," Own-child"," Black"," Male",0,0,40," United-States",0
22," Private",314525," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
44," Federal-gov",161240," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
55," Local-gov",219775," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,38," United-States",0
36," Private",111387," 10th",6," Divorced"," Sales"," Own-child"," White"," Male",0,0,40," United-States",0
25," Private",220284," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",0,0,40," Mexico",0
23," Private",263899," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,20," Haiti",0
41," Private",99870," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",0
40," Private",189666," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,45," United-States",0
60," Self-emp-not-inc",168223," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,30," United-States",0
39," Private",158956," Some-college",10," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
47," Federal-gov",55377," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," Black"," Male",0,0,40," United-States",0
29," State-gov",118520," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,42," United-States",0
34," Private",58305," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1573,40," United-States",0
31," Private",158545," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,27," United-States",0
23," Private",186014," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States",0
20," Federal-gov",191878," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,20," United-States",0
68," State-gov",493363," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States",0
33," Private",215306," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," Cuba",0
65," Private",258561," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States",0
21," State-gov",96483," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,12," United-States",0
42," Private",195584," Assoc-acdm",12," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",0
32," Local-gov",42596," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
43," Private",191196," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
35," Private",56201," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," Mexico",0
28," Private",82531," Some-college",10," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States",0
26," Private",269060," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
33," Private",213226," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",0
26," Private",354784," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States",0
29," Private",40083," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," Canada",0
49," Private",80914," 5th-6th",3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,45," United-States",0
23," Private",213955," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,2001,40," United-States",0
31," State-gov",557853," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,47," United-States",0
27," Private",183511," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
27," Private",198197," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,45," United-States",0
67," Private",172756," 1st-4th",2," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",2062,0,34," Ecuador",0
64," Private",379062," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,12," United-States",0
38," Private",179579," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
23," Private",376416," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
50," Private",174102," HS-grad",9," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," Puerto-Rico",0
31," Self-emp-not-inc",186420," Masters",14," Separated"," Tech-support"," Not-in-family"," White"," Female",0,0,25," United-States",0
41," Self-emp-not-inc",141327," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,35," United-States",0
52," Private",165998," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
44," Private",421449," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
45," Local-gov",102359," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,37," United-States",0
59," Private",284834," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",2885,0,30," United-States",0
36," Local-gov",318972," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,65," United-States",0
24," Private",69045," Some-college",10," Never-married"," Sales"," Not-in-family"," Black"," Male",0,0,40," Jamaica",0
23," Federal-gov",314525," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
37," Private",220585," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
29," Private",439263," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,35," Peru",0
45," Self-emp-not-inc",77132," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,55," United-States",0
17," Private",113301," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,12," ?",0
17," Local-gov",340043," 12th",8," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,12," United-States",0
37," Private",112554," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",0
30," Private",125762," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,30," United-States",0
67," Private",247566," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,24," United-States",0
58," Local-gov",32855," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," United-States",0
60," Private",140544," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
19," ?",172582," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,50," United-States",0
37," Private",910398," Bachelors",13," Never-married"," Sales"," Not-in-family"," Black"," Female",0,0,40," United-States",0
23," Private",64520," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States",0
20," Private",24967," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,47," United-States",0
37," Private",209214," 5th-6th",3," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," Mexico",0
30," Self-emp-not-inc",189265," Assoc-acdm",12," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
22," Private",139190," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States",0
37," Private",224886," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,42," United-States",0
57," Private",153918," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
27," Private",347153," Some-college",10," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40," United-States",0
35," Private",89559," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,55," United-States",0
29," Private",144784," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States",0
46," Private",162030," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States",0
58," Private",117477," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,36," United-States",0
44," Private",111275," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,38," United-States",0
57," Self-emp-inc",103948," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,80," United-States",0
25," Private",193820," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,35," United-States",0
22," Private",217363," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
36," Private",168826," 10th",6," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
33," Private",132705," 9th",5," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,48," United-States",0
27," Private",93021," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Other"," Female",0,0,40," United-States",0
25," Self-emp-not-inc",113436," Some-college",10," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,35," United-States",0
37," Private",133328," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",0
35," Self-emp-not-inc",42044," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
20," Private",122215," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,52," United-States",0
47," Private",232628," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",0
22," ?",175586," HS-grad",9," Never-married"," ?"," Unmarried"," Black"," Female",0,0,35," United-States",0
28," Private",288598," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States",0
21," Private",62339," 10th",6," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
45," Private",287190," Assoc-acdm",12," Divorced"," Adm-clerical"," Unmarried"," Black"," Male",0,0,35," United-States",0
40," Self-emp-not-inc",45093," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," Canada",0
42," Private",85995," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
27," State-gov",431637," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,70," United-States",0
49," Self-emp-not-inc",241753," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
34," Private",342709," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
23," Local-gov",144165," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,30," United-States",0
22," Private",208946," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
56," Private",136472," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,48," United-States",0
25," Private",181666," Assoc-acdm",12," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States",0
21," Private",195199," HS-grad",9," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,30," United-States",0
48," Self-emp-not-inc",187454," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
20," Federal-gov",225515," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,24," United-States",0
38," Private",85244," Bachelors",13," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
44," Self-emp-not-inc",75065," 12th",8," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,60," Vietnam",0
25," Private",137367," Bachelors",13," Never-married"," Sales"," Unmarried"," Asian-Pac-Islander"," Male",0,0,44," Philippines",0
30," Private",143526," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States",0
35," Private",340428," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States",0
52," Private",186272," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
66," ?",314347," HS-grad",9," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,40," United-States",0
51," Private",173291," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
26," Private",120238," Bachelors",13," Never-married"," Sales"," Other-relative"," White"," Male",0,0,40," United-States",0
46," Private",192793," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",0
35," Private",337286," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," United-States",0
51," Private",126010," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
20," State-gov",178517," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
68," Private",45508," 5th-6th",3," Married-spouse-absent"," Sales"," Not-in-family"," White"," Male",0,0,22," United-States",0
18," Private",135924," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States",0
23," Private",147548," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,30," United-States",0
40," Private",182302," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",0
21," Private",182117," Bachelors",13," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,20," United-States",0
31," Local-gov",213307," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
20," ?",117789," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States",0
61," Local-gov",115023," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
27," Private",29523," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
44," Federal-gov",206553," Assoc-voc",11," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
41," Local-gov",352056," Assoc-acdm",12," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",0
39," Private",117683," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States",0
42," State-gov",211915," Some-college",10," Separated"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States",0
72," Private",116640," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3471,0,20," United-States",0
60," Private",85815," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",0
35," Private",141896," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
52," Federal-gov",123011," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,45," United-States",0
20," Private",147884," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
34," Private",169527," Some-college",10," Married-civ-spouse"," Sales"," Wife"," White"," Female",4386,0,20," United-States",0
17," Private",52486," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,12," United-States",0
32," Private",106541," 5th-6th",3," Married-civ-spouse"," Other-service"," Other-relative"," White"," Male",0,0,40," United-States",0
51," Private",280278," 10th",6," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",0
67," Local-gov",342175," Masters",14," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",2009,0,40," United-States",0
39," Private",114591," Some-college",10," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
51," Self-emp-not-inc",136322," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1579,40," United-States",0
40," Private",175398," Assoc-voc",11," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,20," United-States",0
26," Federal-gov",393728," Some-college",10," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,24," United-States",0
29," Private",262478," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," Black"," Male",0,0,30," United-States",0
27," Private",185127," Assoc-voc",11," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",0
60," Private",181953," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,28," United-States",0
50," Private",190762," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Mexico",0
37," Self-emp-not-inc",174308," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
37," ?",87369," 9th",5," Divorced"," ?"," Unmarried"," White"," Female",0,0,40," United-States",0
19," Private",187570," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States",0
76," ?",191024," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,30," United-States",0
22," Private",105043," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
30," Local-gov",352542," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
46," Private",249935," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,70," United-States",0
35," Private",143058," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",0
34," ?",267352," 11th",7," Never-married"," ?"," Not-in-family"," White"," Male",0,0,30," United-States",0
22," ?",289984," Some-college",10," Never-married"," ?"," Not-in-family"," Black"," Female",0,0,25," United-States",0
71," Self-emp-not-inc",494223," Some-college",10," Separated"," Sales"," Unmarried"," Black"," Male",0,1816,2," United-States",0
38," Private",176101," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
64," ?",211360," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Female",0,0,30," United-States",0
23," Private",244408," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," Asian-Pac-Islander"," Female",0,0,24," Vietnam",0
26," Private",227489," Some-college",10," Never-married"," Handlers-cleaners"," Other-relative"," Black"," Male",0,0,40," ?",0
19," Private",97261," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
61," Private",92691," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,3," United-States",0
20," Private",181675," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
26," ?",167835," Bachelors",13," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,20," United-States",0
17," Private",166242," 10th",6," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," United-States",0
24," Self-emp-not-inc",191954," 7th-8th",4," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States",0
60," Private",308608," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
47," Self-emp-not-inc",237731," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",2829,0,65," United-States",0
35," Private",170797," Bachelors",13," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
44," Self-emp-inc",49249," Some-college",10," Divorced"," Other-service"," Unmarried"," White"," Male",0,0,80," United-States",0
29," Private",250967," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
60," Private",74243," Assoc-voc",11," Widowed"," Craft-repair"," Not-in-family"," White"," Female",0,0,30," United-States",0
48," Self-emp-not-inc",100931," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
66," ?",213477," 7th-8th",4," Divorced"," ?"," Not-in-family"," White"," Male",0,0,10," United-States",0
18," Private",387568," 10th",6," Never-married"," Sales"," Own-child"," White"," Male",0,0,10," United-States",0
37," Private",709445," HS-grad",9," Separated"," Craft-repair"," Other-relative"," Black"," Male",0,0,40," United-States",0
32," Private",53135," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
22," Without-pay",302347," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",4416,0,40," United-States",0
52," Private",221936," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
18," Private",54440," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States",0
44," Self-emp-not-inc",35166," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,90," United-States",0
28," Private",241895," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1628,40," United-States",0
27," Local-gov",151626," HS-grad",9," Never-married"," Prof-specialty"," Own-child"," Black"," Female",0,0,40," United-States",0
36," Private",82743," Assoc-acdm",12," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,55," Iran",0
24," Private",216867," 10th",6," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,30," Mexico",0
30," Private",77266," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",0
19," Private",100999," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",0
21," Private",57916," HS-grad",9," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States",0
59," Local-gov",165695," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
23," Private",309580," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
26," Private",176756," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
48," Private",425199," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Male",0,0,45," United-States",0
44," Private",115932," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
40," Self-emp-inc",37869," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",0
33," Private",137310," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," ?",0
25," Private",251854," 11th",7," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
36," Private",279721," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
21," Private",184543," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
43," Private",173316," Assoc-acdm",12," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
63," Private",151210," 7th-8th",4," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
22," Private",100345," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States",0
42," Private",118212," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
23," Private",353696," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States",0
51," Private",243361," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,45," United-States",0
44," Self-emp-not-inc",155930," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",0
28," Private",119793," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",0,0,60," United-States",0
25," ?",394820," Some-college",10," Separated"," ?"," Unmarried"," White"," Female",0,0,20," United-States",0
52," Private",155233," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
40," Private",115331," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,35," United-States",0
20," ?",183083," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,20," United-States",0
23," Private",161708," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",0
53," ?",133963," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Female",0,0,40," United-States",0
28," Private",76313," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",0,0,60," United-States",0
18," State-gov",191117," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States",0
42," Local-gov",125461," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",4650,0,35," United-States",0
26," Private",208122," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,45," United-States",0
57," Federal-gov",370890," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,2258,40," United-States",0
21," Private",207923," Some-college",10," Married-spouse-absent"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States",0
37," Local-gov",102936," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,55," United-States",0
39," Private",280570," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",0
50," Local-gov",141875," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
46," Private",182533," Bachelors",13," Never-married"," Adm-clerical"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," Philippines",0
38," Local-gov",162613," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,2258,60," United-States",0
33," Private",63184," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
35," Private",343403," Doctorate",16," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,20," ?",0
41," Local-gov",88904," Bachelors",13," Separated"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," United-States",0
52," Private",380633," 5th-6th",3," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,40," Mexico",0
30," Private",176175," Assoc-voc",11," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,24," United-States",0
35," Federal-gov",185053," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",0
24," Private",309055," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,15," United-States",0
20," Private",141481," 11th",7," Married-civ-spouse"," Sales"," Other-relative"," White"," Female",0,0,50," United-States",0
